"Displacements","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.95685,0,0,0,0,0,0,0,0,0,0,0,0,0.53943,-0.0031881,0,0.53944,0,0,0,45,0,0,0,0.04,0.52,0
0.93527,0,0,0,0,0,0,0,0,0,0,0,0,0.5396,-0.0048392,0,0.53962,0,0,0,45,0,0,0,0.06,0.52,0
0.91369,0,0,0,0,0,0,0,0,0,0,0,0,0.53983,-0.0065606,0,0.53987,0,0,0,45,0,0,0,0.08,0.52,0
0.89209,0,0,0,0,0,0,0,0,0,0,0,0,0.54012,-0.0083795,0,0.54019,0,0,0,45,0,0,0,0.1,0.52,0
0.87048,0,0,0,0,0,0,0,0,0,0,0,0,0.54048,-0.010326,0,0.54058,0,0,0,45,0,0,0,0.12,0.52,0
0.84885,0,0,0,0,0,0,0,0,0,0,0,0,0.5409,-0.012434,0,0.54104,0,0,0,45,0,0,0,0.14,0.52,0
0.8272,0,0,0,0,0,0,0,0,0,0,0,0,0.54137,-0.014744,0,0.54157,0,0,0,45,0,0,0,0.16,0.52,0
0.80554,0,0,0,0,0,0,0,0,0,0,0,0,0.54188,-0.017303,0,0.54216,0,0,0,45,0,0,0,0.18,0.52,0
0.78385,0,0,0,0,0,0,0,0,0,0,0,0,0.54243,-0.020167,0,0.5428,0,0,0,45,0,0,0,0.2,0.52,0
0.76214,0,0,0,0,0,0,0,0,0,0,0,0,0.54297,-0.023402,0,0.54347,0,0,0,45,0,0,0,0.22,0.52,0
0.74042,0,0,0,0,0,0,0,0,0,0,0,0,0.54348,-0.027089,0,0.54416,0,0,0,45,0,0,0,0.24,0.52,0
0.71867,0,0,0,0,0,0,0,0,0,0,0,0,0.5439,-0.031326,0,0.5448,0,0,0,45,0,0,0,0.26,0.52,0
0.6969,0,0,0,0,0,0,0,0,0,0,0,0,0.54414,-0.03623,0,0.54534,0,0,0,45,0,0,0,0.28,0.52,0
0.67514,0,0,0,0,0,0,0,0,0,0,0,0,0.54407,-0.041941,0,0.54568,0,0,0,45,0,0,0,0.3,0.52,0
0.65338,0,0,0,0,0,0,0,0,0,0,0,0,0.54346,-0.04862,0,0.54562,0,0,0,45,0,0,0,0.32,0.52,0
0.63166,0,0,0,0,0,0,0,0,0,0,0,0,0.54199,-0.05643,0,0.54491,0,0,0,45,0,0,0,0.34,0.52,0
0.61002,0,0,0,0,0,0,0,0,0,0,0,0,0.53919,-0.065472,0,0.54314,0,0,0,45,0,0,0,0.36,0.52,0
0.58852,0,0,0,0,0,0,0,0,0,0,0,0,0.53449,-0.075606,0,0.5398,0,0,0,45,0,0,0,0.38,0.52,0
0.56726,0,0,0,0,0,0,0,0,0,0,0,0,0.52749,-0.086526,0,0.53453,0,0,0,45,0,0,0,0.4,0.52,0
0.54632,0,0,0,0,0,0,0,0,0,0,0,0,0.5175,-0.097117,0,0.52654,0,0,0,45,0,0,0,0.42,0.52,0
0.52586,0,0,0,0,0,0,0,0,0,0,0,0,0.50608,-0.10848,0,0.51763,0,0,0,45,0,0,0,0.44,0.52,0
0.50584,0,0,0,0,0,0,0,0,0,0,0,0,0.48761,-0.11482,0,0.50086,0,0,0,45,0,0,0,0.46,0.52,0
0.48685,0,0,0,0,0,0,0,0,0,0,0,0,0.48235,-0.13943,0,0.50203,0,0,0,45,0,0,0,0.48,0.52,0
0.46725,0,0,0,0,0,0,0,0,0,0,0,0,0.55634,-0.11488,0,0.57045,0,0,0,45,0,0,0,0.5,0.52,0
0.45378,0,0,0,0,0,0,0,0,0,0,0,0,0.51911,-0.074599,0,0.52525,0,0,0,45,0,0,0,0.52,0.52,0
0.43956,0,0,0,0,0,0,0,0,0,0,0,0,0.53827,-0.048223,0,0.54075,0,0,0,45,0,0,0,0.54,0.52,0
0.42507,0,0,0,0,0,0,0,0,0,0,0,0,0.54586,-0.028713,0,0.54669,0,0,0,45,0,0,0,0.56,0.52,0
0.41045,0,0,0,0,0,0,0,0,0,0,0,0,0.54875,-0.012022,0,0.54885,0,0,0,45,0,0,0,0.58,0.52,0
0.3958,0,0,0,0,0,0,0,0,0,0,0,0,0.54868,0.0038771,0,0.54865,0,0,0,45,0,0,0,0.6,0.52,0
0.38119,0,0,0,0,0,0,0,0,0,0,0,0,0.54562,0.020482,0,0.54603,0,0,0,45,0,0,0,0.62,0.52,0
0.3667,0,0,0,0,0,0,0,0,0,0,0,0,0.53781,0.039798,0,0.5395,0,0,0,45,0,0,0,0.64,0.52,0
0.35251,0,0,0,0,0,0,0,0,0,0,0,0,0.51782,0.065832,0,0.52263,0,0,0,45,0,0,0,0.66,0.52,0
0.33908,0,0,0,0,0,0,0,0,0,0,0,0,0.55402,0.1051,0,0.56621,0,0,0,45,0,0,0,0.68,0.52,0
0.31958,0,0,0,0,0,0,0,0,0,0,0,0,0.48038,0.13184,0,0.49811,0,0,0,45,0,0,0,0.7,0.52,0
0.30065,0,0,0,0,0,0,0,0,0,0,0,0,0.48609,0.10762,0,0.49778,0,0,0,45,0,0,0,0.72,0.52,0
0.28069,0,0,0,0,0,0,0,0,0,0,0,0,0.50475,0.10139,0,0.51488,0,0,0,45,0,0,0,0.74,0.52,0
0.26027,0,0,0,0,0,0,0,0,0,0,0,0,0.51647,0.090145,0,0.52429,0,0,0,45,0,0,0,0.76,0.52,0
0.23937,0,0,0,0,0,0,0,0,0,0,0,0,0.52684,0.079585,0,0.53282,0,0,0,45,0,0,0,0.78,0.52,0
0.21813,0,0,0,0,0,0,0,0,0,0,0,0,0.53432,0.068584,0,0.53869,0,0,0,45,0,0,0,0.8,0.52,0
0.19663,0,0,0,0,0,0,0,0,0,0,0,0,0.53958,0.05821,0,0.5427,0,0,0,45,0,0,0,0.82,0.52,0
0.17496,0,0,0,0,0,0,0,0,0,0,0,0,0.54297,0.048752,0,0.54515,0,0,0,45,0,0,0,0.84,0.52,0
0.15319,0,0,0,0,0,0,0,0,0,0,0,0,0.54506,0.040348,0,0.54655,0,0,0,45,0,0,0,0.86,0.52,0
0.13135,0,0,0,0,0,0,0,0,0,0,0,0,0.54629,0.032904,0,0.54727,0,0,0,45,0,0,0,0.88,0.52,0
0.10949,0,0,0,0,0,0,0,0,0,0,0,0,0.54696,0.026267,0,0.54758,0,0,0,45,0,0,0,0.9,0.52,0
0.087598,0,0,0,0,0,0,0,0,0,0,0,0,0.5473,0.020279,0,0.54768,0,0,0,45,0,0,0,0.92,0.52,0
0.065701,0,0,0,0,0,0,0,0,0,0,0,0,0.54746,0.01479,0,0.54765,0,0,0,45,0,0,0,0.94,0.52,0
0.043802,0,0,0,0,0,0,0,0,0,0,0,0,0.54751,0.0096637,0,0.54759,0,0,0,45,0,0,0,0.96,0.52,0
0.021901,0,0,0,0,0,0,0,0,0,0,0,0,0.54752,0.0047737,0,0.54754,0,0,0,45,0,0,0,0.98,0.52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.54752,-9.9747e-18,0,0.54751,0,0,0,45,0,0,0,1,0.52,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.53768,-1.8085e-16,0,0.53768,0,0,0,45,0,0,0,0,0.54,0
0.97849,0,0,0,0,0,0,0,0,0,0,0,0,0.53771,-0.0016378,0,0.53771,0,0,0,45,0,0,0,0.02,0.54,0
0.95698,0,0,0,0,0,0,0,0,0,0,0,0,0.53777,-0.0032978,0,0.53778,0,0,0,45,0,0,0,0.04,0.54,0
0.93547,0,0,0,0,0,0,0,0,0,0,0,0,0.53788,-0.0050027,0,0.5379,0,0,0,45,0,0,0,0.06,0.54,0
0.91395,0,0,0,0,0,0,0,0,0,0,0,0,0.53802,-0.0067764,0,0.53807,0,0,0,45,0,0,0,0.08,0.54,0
0.89243,0,0,0,0,0,0,0,0,0,0,0,0,0.53821,-0.0086449,0,0.53828,0,0,0,45,0,0,0,0.1,0.54,0
0.8709,0,0,0,0,0,0,0,0,0,0,0,0,0.53842,-0.010637,0,0.53853,0,0,0,45,0,0,0,0.12,0.54,0
0.84935,0,0,0,0,0,0,0,0,0,0,0,0,0.53866,-0.012784,0,0.53881,0,0,0,45,0,0,0,0.14,0.54,0
0.8278,0,0,0,0,0,0,0,0,0,0,0,0,0.53891,-0.015123,0,0.53912,0,0,0,45,0,0,0,0.16,0.54,0
0.80624,0,0,0,0,0,0,0,0,0,0,0,0,0.53916,-0.017696,0,0.53944,0,0,0,45,0,0,0,0.18,0.54,0
0.78467,0,0,0,0,0,0,0,0,0,0,0,0,0.53937,-0.020551,0,0.53976,0,0,0,45,0,0,0,0.2,0.54,0
0.76309,0,0,0,0,0,0,0,0,0,0,0,0,0.53952,-0.023744,0,0.54004,0,0,0,45,0,0,0,0.22,0.54,0
0.74151,0,0,0,0,0,0,0,0,0,0,0,0,0.53956,-0.027339,0,0.54025,0,0,0,45,0,0,0,0.24,0.54,0
0.71993,0,0,0,0,0,0,0,0,0,0,0,0,0.53941,-0.031411,0,0.54033,0,0,0,45,0,0,0,0.26,0.54,0
0.69836,0,0,0,0,0,0,0,0,0,0,0,0,0.53898,-0.036043,0,0.54018,0,0,0,45,0,0,0,0.28,0.54,0
0.67681,0,0,0,0,0,0,0,0,0,0,0,0,0.53812,-0.041322,0,0.5397,0,0,0,45,0,0,0,0.3,0.54,0
0.65531,0,0,0,0,0,0,0,0,0,0,0,0,0.53662,-0.047329,0,0.5387,0,0,0,45,0,0,0,0.32,0.54,0
0.63388,0,0,0,0,0,0,0,0,0,0,0,0,0.53421,-0.054116,0,0.53694,0,0,0,45,0,0,0,0.34,0.54,0
0.61257,0,0,0,0,0,0,0,0,0,0,0,0,0.53054,-0.06165,0,0.5341,0,0,0,45,0,0,0,0.36,0.54,0
0.59144,0,0,0,0,0,0,0,0,0,0,0,0,0.52524,-0.069776,0,0.52986,0,0,0,45,0,0,0,0.38,0.54,0
0.57055,0,0,0,0,0,0,0,0,0,0,0,0,0.51795,-0.078147,0,0.52382,0,0,0,45,0,0,0,0.4,0.54,0
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.50849,-0.086475,0,0.51581,0,0,0,45,0,0,0,0.42,0.54,0
0.52987,0,0,0,0,0,0,0,0,0,0,0,0,0.49617,-0.094004,0,0.50502,0,0,0,45,0,0,0,0.44,0.54,0
0.51031,0,0,0,0,0,0,0,0,0,0,0,0,0.48182,-0.10223,0,0.49263,0,0,0,45,0,0,0,0.46,0.54,0
0.49133,0,0,0,0,0,0,0,0,0,0,0,0,0.45809,-0.10573,0,0.47008,0,0,0,45,0,0,0,0.48,0.54,0
0.47366,0,0,0,0,0,0,0,0,0,0,0,0,0.42716,-0.12654,0,0.44629,0,0,0,45,0,0,0,0.5,0.54,0
0.45715,0,0,0,0,0,0,0,0,0,0,0,0,0.39996,-0.080775,0,0.40768,0,0,0,45,0,0,0,0.52,0.54,0
0.44166,0,0,0,0,0,0,0,0,0,0,0,0,0.38572,-0.051661,0,0.38902,0,0,0,45,0,0,0,0.54,0.54,0
0.42629,0,0,0,0,0,0,0,0,0,0,0,0,0.38384,-0.030508,0,0.38497,0,0,0,45,0,0,0,0.56,0.54,0
0.41096,0,0,0,0,0,0,0,0,0,0,0,0,0.38342,-0.012532,0,0.38356,0,0,0,45,0,0,0,0.58,0.54,0
0.39562,0,0,0,0,0,0,0,0,0,0,0,0,0.38334,0.0045319,0,0.3833,0,0,0,45,0,0,0,0.6,0.54,0
0.38029,0,0,0,0,0,0,0,0,0,0,0,0,0.38358,0.022452,0,0.38415,0,0,0,45,0,0,0,0.62,0.54,0
0.36494,0,0,0,0,0,0,0,0,0,0,0,0,0.38519,0.043497,0,0.3875,0,0,0,45,0,0,0,0.64,0.54,0
0.34947,0,0,0,0,0,0,0,0,0,0,0,0,0.39905,0.072453,0,0.40521,0,0,0,45,0,0,0,0.66,0.54,0
0.33301,0,0,0,0,0,0,0,0,0,0,0,0,0.42589,0.11839,0,0.44282,0,0,0,45,0,0,0,0.68,0.54,0
0.3154,0,0,0,0,0,0,0,0,0,0,0,0,0.45665,0.098173,0,0.46703,0,0,0,45,0,0,0,0.7,0.54,0
0.29648,0,0,0,0,0,0,0,0,0,0,0,0,0.48043,0.094825,0,0.48978,0,0,0,45,0,0,0,0.72,0.54,0
0.27697,0,0,0,0,0,0,0,0,0,0,0,0,0.49495,0.086713,0,0.50252,0,0,0,45,0,0,0,0.74,0.54,0
0.25688,0,0,0,0,0,0,0,0,0,0,0,0,0.50749,0.079211,0,0.51365,0,0,0,45,0,0,0,0.76,0.54,0
0.23637,0,0,0,0,0,0,0,0,0,0,0,0,0.51723,0.070828,0,0.52207,0,0,0,45,0,0,0,0.78,0.54,0
0.21551,0,0,0,0,0,0,0,0,0,0,0,0,0.52488,0.062293,0,0.52856,0,0,0,45,0,0,0,0.8,0.54,0
0.19438,0,0,0,0,0,0,0,0,0,0,0,0,0.53057,0.053872,0,0.5333,0,0,0,45,0,0,0,0.82,0.54,0
0.17306,0,0,0,0,0,0,0,0,0,0,0,0,0.53468,0.045896,0,0.53664,0,0,0,45,0,0,0,0.84,0.54,0
0.1516,0,0,0,0,0,0,0,0,0,0,0,0,0.53755,0.038514,0,0.53892,0,0,0,45,0,0,0,0.86,0.54,0
0.13006,0,0,0,0,0,0,0,0,0,0,0,0,0.5395,0.031755,0,0.54043,0,0,0,45,0,0,0,0.88,0.54,0
0.10844,0,0,0,0,0,0,0,0,0,0,0,0,0.5408,0.025569,0,0.5414,0,0,0,45,0,0,0,0.9,0.54,0
0.086791,0,0,0,0,0,0,0,0,0,0,0,0,0.54165,0.019872,0,0.54201,0,0,0,45,0,0,0,0.92,0.54,0
0.065111,0,0,0,0,0,0,0,0,0,0,0,0,0.54219,0.014565,0,0.54239,0,0,0,45,0,0,0,0.94,0.54,0
0.043415,0,0,0,0,0,0,0,0,0,0,0,0,0.54252,0.00955,0,0.5426,0,0,0,45,0,0,0,0.96,0.54,0
0.02171,0,0,0,0,0,0,0,0,0,0,0,0,0.54269,0.0047271,0,0.54271,0,0,0,45,0,0,0,0.98,0.54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.54274,3.9031e-18,0,0.54274,0,0,0,45,0,0,0,1,0.54,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.53602,-3.0314e-16,0,0.53602,0,0,0,45,0,0,0,0,0.56,0
0.97856,0,0,0,0,0,0,0,0,0,0,0,0,0.53604,-0.001671,0,0.53604,0,0,0,45,0,0,0,0.02,0.56,0
0.95712,0,0,0,0,0,0,0,0,0,0,0,0,0.53607,-0.0033631,0,0.53608,0,0,0,45,0,0,0,0.04,0.56,0
0.93567,0,0,0,0,0,0,0,0,0,0,0,0,0.53612,-0.005098,0,0.53614,0,0,0,45,0,0,0,0.06,0.56,0
0.91423,0,0,0,0,0,0,0,0,0,0,0,0,0.53619,-0.0068983,0,0.53623,0,0,0,45,0,0,0,0.08,0.56,0
0.89278,0,0,0,0,0,0,0,0,0,0,0,0,0.53626,-0.0087882,0,0.53633,0,0,0,45,0,0,0,0.1,0.56,0
0.87133,0,0,0,0,0,0,0,0,0,0,0,0,0.53634,-0.010794,0,0.53645,0,0,0,45,0,0,0,0.12,0.56,0
0.84987,0,0,0,0,0,0,0,0,0,0,0,0,0.53641,-0.012944,0,0.53657,0,0,0,45,0,0,0,0.14,0.56,0
0.82841,0,0,0,0,0,0,0,0,0,0,0,0,0.53646,-0.01527,0,0.53667,0,0,0,45,0,0,0,0.16,0.56,0
0.80695,0,0,0,0,0,0,0,0,0,0,0,0,0.53646,-0.017809,0,0.53675,0,0,0,45,0,0,0,0.18,0.56,0
0.7855,0,0,0,0,0,0,0,0,0,0,0,0,0.53638,-0.020599,0,0.53677,0,0,0,45,0,0,0,0.2,0.56,0
0.76404,0,0,0,0,0,0,0,0,0,0,0,0,0.53618,-0.023685,0,0.5367,0,0,0,45,0,0,0,0.22,0.56,0
0.7426,0,0,0,0,0,0,0,0,0,0,0,0,0.53582,-0.027115,0,0.5365,0,0,0,45,0,0,0,0.24,0.56,0
0.72118,0,0,0,0,0,0,0,0,0,0,0,0,0.5352,-0.030939,0,0.53609,0,0,0,45,0,0,0,0.26,0.56,0
0.69979,0,0,0,0,0,0,0,0,0,0,0,0,0.53423,-0.035208,0,0.53539,0,0,0,45,0,0,0,0.28,0.56,0
0.67844,0,0,0,0,0,0,0,0,0,0,0,0,0.53278,-0.039966,0,0.53428,0,0,0,45,0,0,0,0.3,0.56,0
0.65716,0,0,0,0,0,0,0,0,0,0,0,0,0.53067,-0.045236,0,0.53259,0,0,0,45,0,0,0,0.32,0.56,0
0.63599,0,0,0,0,0,0,0,0,0,0,0,0,0.52767,-0.051003,0,0.53012,0,0,0,45,0,0,0,0.34,0.56,0
0.61495,0,0,0,0,0,0,0,0,0,0,0,0,0.52353,-0.057185,0,0.52664,0,0,0,45,0,0,0,0.36,0.56,0
0.5941,0,0,0,0,0,0,0,0,0,0,0,0,0.51799,-0.063609,0,0.52188,0,0,0,45,0,0,0,0.38,0.56,0
0.57351,0,0,0,0,0,0,0,0,0,0,0,0,0.51079,-0.070017,0,0.51557,0,0,0,45,0,0,0,0.4,0.56,0
0.55324,0,0,0,0,0,0,0,0,0,0,0,0,0.50164,-0.07605,0,0.50739,0,0,0,45,0,0,0,0.42,0.56,0
0.53338,0,0,0,0,0,0,0,0,0,0,0,0,0.49033,-0.081457,0,0.49708,0,0,0,45,0,0,0,0.44,0.56,0
0.51402,0,0,0,0,0,0,0,0,0,0,0,0,0.47589,-0.085398,0,0.48354,0,0,0,45,0,0,0,0.46,0.56,0
0.49531,0,0,0,0,0,0,0,0,0,0,0,0,0.45804,-0.088556,0,0.46665,0,0,0,45,0,0,0,0.48,0.56,0
0.47737,0,0,0,0,0,0,0,0,0,0,0,0,0.4384,-0.082386,0,0.44618,0,0,0,45,0,0,0,0.5,0.56,0
0.46024,0,0,0,0,0,0,0,0,0,0,0,0,0.42095,-0.068546,0,0.42651,0,0,0,45,0,0,0,0.52,0.56,0
0.4437,0,0,0,0,0,0,0,0,0,0,0,0,0.40912,-0.047618,0,0.41181,0,0,0,45,0,0,0,0.54,0.56,0
0.42751,0,0,0,0,0,0,0,0,0,0,0,0,0.40304,-0.028969,0,0.40401,0,0,0,45,0,0,0,0.56,0.56,0
0.41145,0,0,0,0,0,0,0,0,0,0,0,0,0.40087,-0.012071,0,0.40099,0,0,0,45,0,0,0,0.58,0.56,0
0.39544,0,0,0,0,0,0,0,0,0,0,0,0,0.40077,0.0042475,0,0.40073,0,0,0,45,0,0,0,0.6,0.56,0
0.37939,0,0,0,0,0,0,0,0,0,0,0,0,0.40271,0.021117,0,0.4032,0,0,0,45,0,0,0,0.62,0.56,0
0.36322,0,0,0,0,0,0,0,0,0,0,0,0,0.40854,0.039721,0,0.4104,0,0,0,45,0,0,0,0.64,0.56,0
0.34671,0,0,0,0,0,0,0,0,0,0,0,0,0.4201,0.06065,0,0.42448,0,0,0,45,0,0,0,0.66,0.56,0
0.32961,0,0,0,0,0,0,0,0,0,0,0,0,0.43732,0.0746,0,0.44374,0,0,0,45,0,0,0,0.68,0.56,0
0.31172,0,0,0,0,0,0,0,0,0,0,0,0,0.45682,0.080934,0,0.46406,0,0,0,45,0,0,0,0.7,0.56,0
0.29307,0,0,0,0,0,0,0,0,0,0,0,0,0.47463,0.077918,0,0.48104,0,0,0,45,0,0,0,0.72,0.56,0
0.27375,0,0,0,0,0,0,0,0,0,0,0,0,0.48914,0.074019,0,0.49474,0,0,0,45,0,0,0,0.74,0.56,0
0.25394,0,0,0,0,0,0,0,0,0,0,0,0,0.50058,0.068579,0,0.50528,0,0,0,45,0,0,0,0.76,0.56,0
0.23371,0,0,0,0,0,0,0,0,0,0,0,0,0.50992,0.062427,0,0.51374,0,0,0,45,0,0,0,0.78,0.56,0
0.21314,0,0,0,0,0,0,0,0,0,0,0,0,0.51736,0.055799,0,0.52037,0,0,0,45,0,0,0,0.8,0.56,0
0.19232,0,0,0,0,0,0,0,0,0,0,0,0,0.52318,0.049042,0,0.52547,0,0,0,45,0,0,0,0.82,0.56,0
0.17129,0,0,0,0,0,0,0,0,0,0,0,0,0.52762,0.042398,0,0.52931,0,0,0,45,0,0,0,0.84,0.56,0
0.15011,0,0,0,0,0,0,0,0,0,0,0,0,0.53092,0.036033,0,0.53214,0,0,0,45,0,0,0,0.86,0.56,0
0.12881,0,0,0,0,0,0,0,0,0,0,0,0,0.53334,0.030024,0,0.53418,0,0,0,45,0,0,0,0.88,0.56,0
0.10744,0,0,0,0,0,0,0,0,0,0,0,0,0.53508,0.024381,0,0.53563,0,0,0,45,0,0,0,0.9,0.56,0
0.086008,0,0,0,0,0,0,0,0,0,0,0,0,0.5363,0.019074,0,0.53664,0,0,0,45,0,0,0,0.92,0.56,0
0.064536,0,0,0,0,0,0,0,0,0,0,0,0,0.53713,0.014051,0,0.53731,0,0,0,45,0,0,0,0.94,0.56,0
0.043037,0,0,0,0,0,0,0,0,0,0,0,0,0.53767,0.0092444,0,0.53775,0,0,0,45,0,0,0,0.96,0.56,0
0.021523,0,0,0,0,0,0,0,0,0,0,0,0,0.53797,0.0045853,0,0.53799,0,0,0,45,0,0,0,0.98,0.56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.53807,8.4568e-18,0,0.53806,0,0,0,45,0,0,0,1,0.56,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.53434,6.8489e-16,0,0.53434,0,0,0,45,0,0,0,0,0.58,0
0.97863,0,0,0,0,0,0,0,0,0,0,0,0,0.53434,-0.0016831,0,0.53434,0,0,0,45,0,0,0,0.02,0.58,0
0.95725,0,0,0,0,0,0,0,0,0,0,0,0,0.53434,-0.0033859,0,0.53435,0,0,0,45,0,0,0,0.04,0.58,0
0.93588,0,0,0,0,0,0,0,0,0,0,0,0,0.53434,-0.0051284,0,0.53437,0,0,0,45,0,0,0,0.06,0.58,0
0.91451,0,0,0,0,0,0,0,0,0,0,0,0,0.53434,-0.0069313,0,0.53438,0,0,0,45,0,0,0,0.08,0.58,0
0.89313,0,0,0,0,0,0,0,0,0,0,0,0,0.53431,-0.0088166,0,0.53439,0,0,0,45,0,0,0,0.1,0.58,0
0.87176,0,0,0,0,0,0,0,0,0,0,0,0,0.53427,-0.010807,0,0.53438,0,0,0,45,0,0,0,0.12,0.58,0
0.85039,0,0,0,0,0,0,0,0,0,0,0,0,0.53419,-0.012929,0,0.53434,0,0,0,45,0,0,0,0.14,0.58,0
0.82903,0,0,0,0,0,0,0,0,0,0,0,0,0.53405,-0.015207,0,0.53426,0,0,0,45,0,0,0,0.16,0.58,0
0.80767,0,0,0,0,0,0,0,0,0,0,0,0,0.53383,-0.017672,0,0.53412,0,0,0,45,0,0,0,0.18,0.58,0
0.78632,0,0,0,0,0,0,0,0,0,0,0,0,0.5335,-0.020354,0,0.53388,0,0,0,45,0,0,0,0.2,0.58,0
0.76499,0,0,0,0,0,0,0,0,0,0,0,0,0.53301,-0.023284,0,0.53351,0,0,0,45,0,0,0,0.22,0.58,0
0.74368,0,0,0,0,0,0,0,0,0,0,0,0,0.53231,-0.026496,0,0.53297,0,0,0,45,0,0,0,0.24,0.58,0
0.7224,0,0,0,0,0,0,0,0,0,0,0,0,0.53132,-0.03002,0,0.53217,0,0,0,45,0,0,0,0.26,0.58,0
0.70117,0,0,0,0,0,0,0,0,0,0,0,0,0.52996,-0.03388,0,0.53104,0,0,0,45,0,0,0,0.28,0.58,0
0.68001,0,0,0,0,0,0,0,0,0,0,0,0,0.52809,-0.038085,0,0.52946,0,0,0,45,0,0,0,0.3,0.58,0
0.65892,0,0,0,0,0,0,0,0,0,0,0,0,0.52558,-0.042624,0,0.52731,0,0,0,45,0,0,0,0.32,0.58,0
0.63796,0,0,0,0,0,0,0,0,0,0,0,0,0.52226,-0.047444,0,0.52441,0,0,0,45,0,0,0,0.34,0.58,0
0.61715,0,0,0,0,0,0,0,0,0,0,0,0,0.51793,-0.052441,0,0.52058,0,0,0,45,0,0,0,0.36,0.58,0
0.59652,0,0,0,0,0,0,0,0,0,0,0,0,0.51241,-0.057444,0,0.51563,0,0,0,45,0,0,0,0.38,0.58,0
0.57615,0,0,0,0,0,0,0,0,0,0,0,0,0.50551,-0.062209,0,0.50934,0,0,0,45,0,0,0,0.4,0.58,0
0.55608,0,0,0,0,0,0,0,0,0,0,0,0,0.49705,-0.066428,0,0.50149,0,0,0,45,0,0,0,0.42,0.58,0
0.53639,0,0,0,0,0,0,0,0,0,0,0,0,0.48682,-0.069661,0,0.49181,0,0,0,45,0,0,0,0.44,0.58,0
0.51714,0,0,0,0,0,0,0,0,0,0,0,0,0.47472,-0.071407,0,0.48011,0,0,0,45,0,0,0,0.46,0.58,0
0.49841,0,0,0,0,0,0,0,0,0,0,0,0,0.4611,-0.070134,0,0.46646,0,0,0,45,0,0,0,0.48,0.58,0
0.48025,0,0,0,0,0,0,0,0,0,0,0,0,0.44717,-0.064629,0,0.45187,0,0,0,45,0,0,0,0.5,0.58,0
0.46264,0,0,0,0,0,0,0,0,0,0,0,0,0.43473,-0.05418,0,0.4381,0,0,0,45,0,0,0,0.52,0.58,0
0.44547,0,0,0,0,0,0,0,0,0,0,0,0,0.42529,-0.040584,0,0.4272,0,0,0,45,0,0,0,0.54,0.58,0
0.42861,0,0,0,0,0,0,0,0,0,0,0,0,0.41939,-0.025722,0,0.42014,0,0,0,45,0,0,0,0.56,0.58,0
0.41192,0,0,0,0,0,0,0,0,0,0,0,0,0.41664,-0.011058,0,0.41674,0,0,0,45,0,0,0,0.58,0.58,0
0.39528,0,0,0,0,0,0,0,0,0,0,0,0,0.41653,0.0034439,0,0.4165,0,0,0,45,0,0,0,0.6,0.58,0
0.3786,0,0,0,0,0,0,0,0,0,0,0,0,0.41905,0.018096,0,0.4194,0,0,0,45,0,0,0,0.62,0.58,0
0.36176,0,0,0,0,0,0,0,0,0,0,0,0,0.42472,0.032947,0,0.42597,0,0,0,45,0,0,0,0.64,0.58,0
0.34462,0,0,0,0,0,0,0,0,0,0,0,0,0.43393,0.046554,0,0.43643,0,0,0,45,0,0,0,0.66,0.58,0
0.32704,0,0,0,0,0,0,0,0,0,0,0,0,0.44618,0.057045,0,0.44985,0,0,0,45,0,0,0,0.68,0.58,0
0.30893,0,0,0,0,0,0,0,0,0,0,0,0,0.45997,0.062608,0,0.46426,0,0,0,45,0,0,0,0.7,0.58,0
0.29025,0,0,0,0,0,0,0,0,0,0,0,0,0.47351,0.063917,0,0.47785,0,0,0,45,0,0,0,0.72,0.58,0
0.27104,0,0,0,0,0,0,0,0,0,0,0,0,0.48561,0.062155,0,0.4896,0,0,0,45,0,0,0,0.74,0.58,0
0.2514,0,0,0,0,0,0,0,0,0,0,0,0,0.49589,0.058834,0,0.49939,0,0,0,45,0,0,0,0.76,0.58,0
0.23137,0,0,0,0,0,0,0,0,0,0,0,0,0.50445,0.054448,0,0.50739,0,0,0,45,0,0,0,0.78,0.58,0
0.21104,0,0,0,0,0,0,0,0,0,0,0,0,0.51149,0.049425,0,0.51388,0,0,0,45,0,0,0,0.8,0.58,0
0.19046,0,0,0,0,0,0,0,0,0,0,0,0,0.51717,0.044061,0,0.51905,0,0,0,45,0,0,0,0.82,0.58,0
0.16967,0,0,0,0,0,0,0,0,0,0,0,0,0.52167,0.03859,0,0.5231,0,0,0,45,0,0,0,0.84,0.58,0
